City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1295,tasiilaq,GL,65.6145,-37.6368,8.71,97,93,1.61,overcast clouds
1296,hoboken,US,40.744,-74.0324,31.23,48,75,3,broken clouds
1297,vila velha,BR,-20.3297,-40.2925,77.95,84,0,1.01,clear sky
1298,bredasdorp,ZA,-34.5322,20.0403,60.12,82,1,2.3,clear sky
1299,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1300,qasigiannguit,GL,68.8193,-51.1922,5.25,79,100,8.32,overcast clouds
1301,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1302,ancud,CL,-41.8697,-73.8203,61.43,87,0,1.41,clear sky
1303,trairi,BR,-3.2778,-39.2689,74.5,92,100,6.15,overcast clouds
1304,edgewater,US,28.9889,-80.9023,64.02,94,100,11.5,mist
1305,dikson,RU,73.5069,80.5464,4.89,93,100,23.82,overcast clouds
1306,sao joao batista,BR,-27.2761,-48.8494,77.04,100,100,3.51,overcast clouds
1307,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1308,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1309,souillac,MU,-20.5167,57.5167,78.37,70,3,7.56,clear sky
1310,port elizabeth,ZA,-33.918,25.5701,67.1,88,0,11.5,clear sky
1311,mar del plata,AR,-38.0023,-57.5575,61.88,75,0,1.01,clear sky
1312,carutapera,BR,-1.195,-46.02,73.13,96,100,4.16,moderate rain
1313,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1314,shu,KZ,43.5983,73.7614,23.23,51,6,5.95,clear sky
1315,dikson,RU,73.5069,80.5464,4.89,93,100,23.82,overcast clouds
1316,chuy,UY,-33.6971,-53.4616,66.18,70,98,6.42,overcast clouds
1317,mar del plata,AR,-38.0023,-57.5575,61.88,75,0,1.01,clear sky
1318,torbay,CA,47.6666,-52.7314,15.49,87,40,5.75,scattered clouds
1319,busselton,AU,-33.65,115.3333,81.05,30,0,5.53,clear sky
1320,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1321,coquimbo,CL,-29.9533,-71.3436,62.87,82,13,5.19,few clouds
1322,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1323,chuy,UY,-33.6971,-53.4616,66.18,70,98,6.42,overcast clouds
1324,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1325,luena,AO,-11.7833,19.9167,62.62,97,100,8.79,light rain
1326,atasu,KZ,48.6814,71.6433,4.03,79,12,8.1,few clouds
1327,east london,ZA,-33.0153,27.9116,71.91,89,77,14.05,light rain
1328,itaituba,BR,-4.2761,-55.9836,75.36,100,40,0,scattered clouds
1329,oblivskaya,RU,48.5362,42.5014,0.41,100,99,4.61,overcast clouds
1330,longyearbyen,SJ,78.2186,15.6401,10.24,79,75,11.5,broken clouds
1331,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1332,vardo,NO,70.3705,31.1107,26.8,94,100,7.38,light snow
1333,longyearbyen,SJ,78.2186,15.6401,10.24,79,75,11.5,broken clouds
1334,kashi,CN,39.4547,75.9797,29.23,48,36,1.61,scattered clouds
1335,robertson,US,36.5167,-86.8667,41.72,51,100,0,overcast clouds
1336,rodrigues alves,BR,-7.738,-72.6509,73.26,97,100,2.95,overcast clouds
1337,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1338,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1339,paamiut,GL,61.994,-49.6678,3.22,81,87,11.39,overcast clouds
1340,weligama,LK,5.9667,80.4167,78.87,70,24,4.81,few clouds
1341,upernavik,GL,72.7868,-56.1549,2.8,90,100,16.6,overcast clouds
1342,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1343,arvika,SE,59.6553,12.5852,36.21,47,74,13.33,broken clouds
1344,dubrovytsya,UA,51.5744,26.565,33.42,97,100,15.59,overcast clouds
1345,kokkola,FI,63.8385,23.1307,28.04,94,100,3.44,overcast clouds
1346,grand gaube,MU,-20.0064,57.6608,78.39,69,0,1.99,clear sky
1347,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1348,jibuti,DJ,11.5,42.5,65.86,66,100,5.06,overcast clouds
1349,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1350,walvis bay,NA,-22.9575,14.5053,65.08,86,54,12.44,broken clouds
1351,dikson,RU,73.5069,80.5464,4.89,93,100,23.82,overcast clouds
1352,kulhudhuffushi,MV,6.6221,73.07,79.29,69,63,13.35,broken clouds
1353,saint-philippe,RE,-21.3585,55.7679,72.99,83,53,8.32,light rain
1354,east london,ZA,-33.0153,27.9116,71.91,89,77,14.05,light rain
1355,chuy,UY,-33.6971,-53.4616,66.18,70,98,6.42,overcast clouds
1356,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1357,kita,ML,13.0349,-9.4895,72.55,15,5,2.42,clear sky
1358,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1359,boone,US,39.0334,-92.3335,37.06,68,100,9.33,overcast clouds
1360,nanortalik,GL,60.1432,-45.2371,10.38,80,30,11.25,scattered clouds
1361,chatham,GB,51.3789,0.5279,42.31,89,84,1.01,broken clouds
1362,caravelas,BR,-17.7125,-39.2481,75.29,91,3,5.26,clear sky
1363,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1364,klaksvik,FO,62.2266,-6.589,43.72,86,100,18.72,overcast clouds
1365,punta arenas,CL,-53.15,-70.9167,50.11,87,0,6.91,clear sky
1366,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1367,jamestown,US,42.097,-79.2353,26.19,63,100,7,overcast clouds
1368,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1369,turukhansk,RU,65.8167,87.9833,-1.37,90,100,14.43,overcast clouds
1370,coihaique,CL,-45.5752,-72.0662,66.81,52,0,2.3,clear sky
1371,longyearbyen,SJ,78.2186,15.6401,10.24,79,75,11.5,broken clouds
1372,mogadishu,SO,2.0371,45.3438,74.93,82,92,15.46,overcast clouds
1373,qaanaaq,GL,77.484,-69.3632,-10.25,71,28,8.14,scattered clouds
1374,ilulissat,GL,69.2167,-51.1,-3.1,83,100,8.25,overcast clouds
1375,punta arenas,CL,-53.15,-70.9167,50.11,87,0,6.91,clear sky
1376,tasiilaq,GL,65.6145,-37.6368,8.71,97,93,1.61,overcast clouds
1377,hithadhoo,MV,-0.6,73.0833,81.46,67,92,15.77,overcast clouds
1378,irmo,US,34.086,-81.1832,35.91,64,0,0,clear sky
1379,punta arenas,CL,-53.15,-70.9167,50.11,87,0,6.91,clear sky
1380,sarny,UA,51.338,26.6019,33.39,98,100,15.12,overcast clouds
1381,hithadhoo,MV,-0.6,73.0833,81.46,67,92,15.77,overcast clouds
1382,aktas,KZ,49.7789,72.9608,-6.05,92,22,4.7,few clouds
1383,avdon,RU,54.6667,55.7167,0.72,92,100,2.24,mist
1384,puerto gaitan,CO,4.3133,-72.0816,84.42,39,100,9.01,overcast clouds
1385,mahebourg,MU,-20.4081,57.7,77.25,88,75,3.44,broken clouds
1386,tasiilaq,GL,65.6145,-37.6368,8.71,97,93,1.61,overcast clouds
1387,maracas,BR,-13.4411,-40.4308,62.13,97,68,3.2,broken clouds
1388,awjilah,LY,29.1081,21.2869,51.84,70,98,3.8,overcast clouds
1389,carnarvon,AU,-24.8667,113.6333,83.88,56,0,6.26,clear sky
1390,victoria,HK,22.2855,114.1577,69.19,89,100,11.01,overcast clouds
1391,dwarka,IN,22.2394,68.9678,65.41,50,0,12.37,clear sky
1392,chemal,RU,51.4111,86.005,-1.44,95,13,5.14,few clouds
1393,bambous virieux,MU,-20.3428,57.7575,77.22,88,75,3.44,broken clouds
1394,arraial do cabo,BR,-22.9661,-42.0278,75.51,90,41,17.72,scattered clouds
1395,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1396,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1397,brae,GB,60.3964,-1.353,44.51,90,80,16.62,broken clouds
1398,east london,ZA,-33.0153,27.9116,71.91,89,77,14.05,light rain
1399,nata,PA,8.3333,-80.5167,77.47,78,61,9.57,broken clouds
1400,bosaso,SO,11.2842,49.1816,70.43,77,100,2.64,overcast clouds
1401,broska,UA,45.3733,28.783,34.3,85,58,11.74,broken clouds
1402,vila franca do campo,PT,37.7167,-25.4333,55.81,76,85,9.33,overcast clouds
1403,punta arenas,CL,-53.15,-70.9167,50.11,87,0,6.91,clear sky
1404,qaanaaq,GL,77.484,-69.3632,-10.25,71,28,8.14,scattered clouds
1405,coquimbo,CL,-29.9533,-71.3436,62.87,82,13,5.19,few clouds
1406,kruisfontein,ZA,-34.0033,24.7314,64.89,90,1,8.34,clear sky
1407,margate,GB,51.3813,1.3862,41.04,88,71,3,broken clouds
1408,bredasdorp,ZA,-34.5322,20.0403,60.12,82,1,2.3,clear sky
1409,goderich,CA,43.7501,-81.7165,26.91,74,100,22.17,overcast clouds
1410,jamestown,US,42.097,-79.2353,26.19,63,100,7,overcast clouds
1411,umm lajj,SA,25.0213,37.2685,59.2,36,57,18.86,broken clouds
1412,tazovskiy,RU,67.4667,78.7,5.36,91,100,16.91,overcast clouds
1413,wattegama,LK,6.7989,81.4808,72.52,67,36,5.77,scattered clouds
1414,torbay,CA,47.6666,-52.7314,15.49,87,40,5.75,scattered clouds
1415,comodoro rivadavia,AR,-45.8667,-67.5,69.66,56,0,8.05,clear sky
1416,saint george,US,37.1041,-113.5841,46.26,27,0,21,clear sky
1417,mazamari,PE,-11.3258,-74.5308,72.99,90,100,1.48,overcast clouds
1418,tambura,SS,5.6,27.4667,68.04,24,100,4.99,overcast clouds
1419,bereda,ES,43.2686,-7.5406,37.42,98,17,2.44,few clouds
1420,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1421,jamestown,US,42.097,-79.2353,26.19,63,100,7,overcast clouds
1422,tasiilaq,GL,65.6145,-37.6368,21.36,97,93,1.61,overcast clouds
1423,nanortalik,GL,60.1432,-45.2371,10.38,80,30,11.25,scattered clouds
1424,clyde river,CA,70.4692,-68.5914,-10.97,77,75,13.8,broken clouds
1425,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1426,ostrovnoy,RU,68.0531,39.5131,16,92,100,9.78,overcast clouds
1427,kutum,SD,14.2,24.6667,45.88,23,32,7.27,scattered clouds
1428,qaanaaq,GL,77.484,-69.3632,-10.25,71,28,8.14,scattered clouds
1429,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1430,east london,ZA,-33.0153,27.9116,71.91,89,77,14.05,light rain
1431,east london,ZA,-33.0153,27.9116,71.91,89,77,14.05,light rain
1432,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1433,bredasdorp,ZA,-34.5322,20.0403,60.12,82,1,2.3,clear sky
1434,gobabis,NA,-22.45,18.9667,68.23,65,25,7.43,scattered clouds
1435,sassandra,CI,4.95,-6.0833,76.89,86,16,4.14,few clouds
1436,rawson,AR,-43.3002,-65.1023,82.11,32,28,15.08,scattered clouds
1437,hamilton,US,39.1834,-84.5333,34.09,84,100,1.01,overcast clouds
1438,saint-philippe,RE,-21.3585,55.7679,72.99,83,53,8.32,light rain
1439,nanortalik,GL,60.1432,-45.2371,10.38,80,30,11.25,scattered clouds
1440,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1441,jalu,LY,29.0331,21.5482,50.14,73,78,4.18,broken clouds
1442,cidreira,BR,-30.1811,-50.2056,71.69,66,95,11.86,overcast clouds
1443,humaita,BR,-7.5061,-63.0208,73.42,98,92,2.35,moderate rain
1444,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1445,arraial do cabo,BR,-22.9661,-42.0278,75.51,90,41,17.72,scattered clouds
1446,mar del plata,AR,-38.0023,-57.5575,61.88,75,0,1.01,clear sky
1447,sinnamary,GF,5.3833,-52.95,75.65,86,62,7.54,broken clouds
1448,salalah,OM,17.0151,54.0924,68.09,73,40,5.75,scattered clouds
1449,souillac,MU,-20.5167,57.5167,78.37,70,3,7.56,clear sky
1450,male,MV,4.1748,73.5089,79.36,54,83,6.64,broken clouds
1451,itarema,BR,-2.9248,-39.9167,75.06,89,100,7.02,overcast clouds
1452,kollam,IN,8.8833,76.6,80.47,66,11,11.86,few clouds
1453,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1454,thunder bay,CA,48.4001,-89.3168,1.56,92,8,5.55,clear sky
1455,fougamou,GA,-1.2154,10.5838,72.37,99,51,0.54,broken clouds
1456,tselinnoye,RU,53.0833,85.6667,1.36,99,100,3.02,overcast clouds
1457,hithadhoo,MV,-0.6,73.0833,81.46,67,92,15.77,overcast clouds
1458,andijon,UZ,40.7821,72.3442,28.26,22,100,4.76,overcast clouds
1459,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1460,mahebourg,MU,-20.4081,57.7,78.26,68,1,8.46,clear sky
1461,grindavik,IS,63.8424,-22.4338,41.47,93,100,29.93,overcast clouds
1462,busselton,AU,-33.65,115.3333,81.05,30,0,5.53,clear sky
1463,cidreira,BR,-30.1811,-50.2056,71.69,66,95,11.86,overcast clouds
1464,mananjary,MG,-21.2167,48.3333,72.77,79,40,3,scattered clouds
1465,saint george,US,37.1041,-113.5841,46.26,27,0,21,clear sky
1466,masallatah,LY,32.6167,14,46.83,67,0,6.6,clear sky
1467,olafsvik,IS,64.8945,-23.7142,36.48,98,100,18.14,overcast clouds
1468,hit,IQ,33.6416,42.8251,42.55,72,5,8.28,clear sky
1469,moron,AR,-34.6534,-58.6198,66.97,69,2,5.57,clear sky
1470,bredasdorp,ZA,-34.5322,20.0403,57.27,86,1,4.94,clear sky
1471,coihaique,CL,-45.5752,-72.0662,66.81,52,0,2.3,clear sky
1472,usinsk,RU,65.9939,57.5281,-1.86,99,93,11.5,overcast clouds
1473,atar,MR,20.5169,-13.0499,63.97,38,100,6.58,overcast clouds
1474,nanortalik,GL,60.1432,-45.2371,10.38,80,30,11.25,scattered clouds
1475,mar del plata,AR,-38.0023,-57.5575,61.88,75,0,1.01,clear sky
1476,cockburn town,TC,21.4612,-71.1419,78.17,71,0,11.68,clear sky
1477,jamestown,US,42.097,-79.2353,26.19,66,100,8.01,overcast clouds
1478,mahebourg,MU,-20.4081,57.7,78.26,68,1,8.46,clear sky
1479,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1480,busselton,AU,-33.65,115.3333,81.05,30,0,5.53,clear sky
1481,marsa matruh,EG,31.3525,27.2453,52.12,63,94,10.4,overcast clouds
1482,ancud,CL,-41.8697,-73.8203,60.42,87,0,1.41,clear sky
1483,kruisfontein,ZA,-34.0033,24.7314,64.89,90,1,8.34,clear sky
1484,luderitz,NA,-26.6481,15.1594,65.97,75,0,24.25,clear sky
1485,boyuibe,BO,-20.4167,-63.2833,67.91,92,100,10.54,overcast clouds
1486,marystown,CA,47.1666,-55.1483,18.86,100,50,5.08,scattered clouds
1487,dikson,RU,73.5069,80.5464,4.89,93,100,23.82,overcast clouds
1488,bredasdorp,ZA,-34.5322,20.0403,57.27,86,1,4.94,clear sky
1489,ribeira grande,PT,38.5167,-28.7,59.86,73,7,6.53,clear sky
1490,busselton,AU,-33.65,115.3333,81.05,30,0,5.53,clear sky
1491,paamiut,GL,61.994,-49.6678,3.22,81,87,11.39,overcast clouds
1492,jamestown,US,42.097,-79.2353,26.19,66,100,8.01,overcast clouds
1493,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1494,ambovombe,MG,-25.1667,46.0833,68.07,84,0,6.44,clear sky
1495,ibadan,NG,7.3878,3.8964,71.17,68,12,1.83,few clouds
1496,leshukonskoye,RU,64.8989,45.7622,7.36,96,100,6.06,overcast clouds
1497,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1498,ust-kulom,RU,61.6864,53.6902,-1.39,99,100,4.14,overcast clouds
1499,taylorville,US,39.5489,-89.2945,33.78,80,100,9.22,overcast clouds
1500,yar-sale,RU,66.8333,70.8333,4.05,96,100,4.76,light snow
1501,beloha,MG,-25.1667,45.05,68.2,81,0,8.97,clear sky
1502,arraial do cabo,BR,-22.9661,-42.0278,75.51,90,41,17.72,scattered clouds
1503,tasiilaq,GL,65.6145,-37.6368,21.36,97,93,1.61,overcast clouds
1504,punta arenas,CL,-53.15,-70.9167,50.11,87,0,3.44,clear sky
1505,omboue,GA,-1.5746,9.2618,77.58,85,100,4,overcast clouds
1506,zhezkazgan,KZ,47.8043,67.7144,1.38,78,0,15.66,clear sky
1507,emba,KZ,48.8264,58.1442,15.6,89,100,11.1,overcast clouds
1508,matara,LK,5.9485,80.5353,79.21,67,17,4.56,few clouds
1509,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1510,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1511,port elizabeth,ZA,-33.918,25.5701,66.09,85,5,11.32,clear sky
1512,victoria,HK,22.2855,114.1577,69.19,89,100,11.01,overcast clouds
1513,aleppo,SY,36.25,37.5,33.51,79,4,4.85,clear sky
1514,riyadh,SA,24.6877,46.7219,49.62,35,8,13.47,clear sky
1515,torbay,CA,47.6666,-52.7314,15.49,87,40,5.75,scattered clouds
1516,muros,ES,42.7762,-9.0603,49.23,81,0,10.16,clear sky
1517,tefe,BR,-3.3542,-64.7114,74.1,97,97,2.42,overcast clouds
1518,lamu,KE,-2.2717,40.902,75.42,87,27,5.68,scattered clouds
1519,ponta do sol,PT,32.6667,-17.1,58.01,78,79,3.98,broken clouds
1520,arraial do cabo,BR,-22.9661,-42.0278,75.51,90,41,17.72,scattered clouds
1521,saintes,FR,45.6667,-0.75,35.49,86,46,5.61,scattered clouds
1522,mitsamiouli,KM,-11.3847,43.2844,79.59,77,39,3.38,scattered clouds
1523,castro,BR,-24.7911,-50.0119,65.59,99,100,4.92,light rain
1524,high rock,BS,26.6208,-78.2833,66.22,79,4,9.44,clear sky
1525,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1526,port shepstone,ZA,-30.7414,30.455,75.81,80,48,11.56,scattered clouds
1527,xique-xique,BR,-10.8218,-42.7263,74.16,76,97,4.81,overcast clouds
1528,kuito,AO,-12.3833,16.9333,58.6,97,100,3.02,light rain
1529,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1530,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1531,cap malheureux,MU,-19.9842,57.6142,78.48,67,0,3,clear sky
1532,jamestown,US,42.097,-79.2353,26.19,66,100,8.01,overcast clouds
1533,mazamet,FR,43.49,2.373,42.66,95,100,2.3,fog
1534,pangnirtung,CA,66.1451,-65.7125,-13.4,84,100,5.93,overcast clouds
1535,belyy yar,RU,53.6039,91.3903,-5.91,84,75,2.24,mist
1536,shenkursk,RU,62.1091,42.896,10.56,91,100,7.43,overcast clouds
1537,carnarvon,AU,-24.8667,113.6333,83.88,56,0,6.26,clear sky
1538,kishtwar,IN,33.3167,75.7667,27.48,58,0,6.71,clear sky
1539,luau,AO,-10.7073,22.2247,63.55,96,100,3.53,light rain
1540,matara,LK,5.9485,80.5353,79.21,67,17,4.56,few clouds
1541,bathsheba,BB,13.2167,-59.5167,72.21,83,20,8.05,few clouds
1542,saint-francois,FR,46.4154,3.9054,30.67,93,100,2.3,mist
1543,benghazi,LY,32.1167,20.0667,56.57,54,76,12.35,broken clouds
1544,souillac,MU,-20.5167,57.5167,78.37,70,3,7.56,clear sky
1545,bredasdorp,ZA,-34.5322,20.0403,57.27,86,1,4.94,clear sky
1546,dikson,RU,73.5069,80.5464,4.89,93,100,23.82,overcast clouds
1547,najran,SA,17.4924,44.1277,56.66,25,2,0.83,clear sky
1548,arraial do cabo,BR,-22.9661,-42.0278,75.51,90,41,17.72,scattered clouds
1549,arroio grande,BR,-32.2375,-53.0869,67.32,66,98,5.26,overcast clouds
1550,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1551,punta cardon,VE,11.6581,-70.215,77,82,0,20.24,clear sky
1552,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1553,altay,CN,47.8667,88.1167,0.54,70,7,6.98,clear sky
1554,sisimiut,GL,66.9395,-53.6735,5.88,79,100,25.75,overcast clouds
1555,nueve de julio,AR,-35.4444,-60.8831,61.72,76,0,4.25,clear sky
1556,bulungu,CD,-4.55,18.6,69.87,82,16,1.32,few clouds
1557,antofagasta,CL,-23.65,-70.4,63.68,79,98,6.24,overcast clouds
1558,ponta do sol,PT,32.6667,-17.1,58.01,78,79,3.98,broken clouds
1559,dikson,RU,73.5069,80.5464,4.89,93,100,23.82,overcast clouds
1560,capaci,IT,38.1711,13.2393,49.24,85,0,4,clear sky
1561,ahvaz,IR,31.3203,48.6693,49.51,45,0,6.93,clear sky
1562,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1563,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1564,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1565,bredasdorp,ZA,-34.5322,20.0403,57.27,86,1,4.94,clear sky
1566,kutum,SD,14.2,24.6667,45.88,23,32,7.27,scattered clouds
1567,imperia,IT,43.9667,7.7833,47.8,81,41,4.07,scattered clouds
1568,jamestown,US,42.097,-79.2353,26.19,66,100,8.01,overcast clouds
1569,edgewater,US,28.9889,-80.9023,64.02,94,100,11.5,mist
1570,kelheim,DE,48.9167,11.8667,37.78,88,100,15.26,overcast clouds
1571,kinkala,CG,-4.3614,14.7644,69.33,90,75,3,broken clouds
1572,faya,SA,18.3851,42.4509,50.52,82,17,2.93,few clouds
1573,hadejia,NG,12.4498,10.0444,59.83,28,0,12.66,clear sky
1574,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1575,gisenyi,RW,-1.7028,29.2564,62.11,80,100,3.87,overcast clouds
1576,saint george,US,37.1041,-113.5841,46.26,27,0,21,clear sky
1577,brae,GB,60.3964,-1.353,44.51,90,80,16.62,broken clouds
1578,kabarnet,KE,0.4919,35.743,51.93,66,42,3.42,scattered clouds
1579,koping,SE,59.514,15.9926,37.85,57,99,14.83,overcast clouds
1580,junin,AR,-34.5838,-60.9433,57.58,72,0,5.39,clear sky
1581,kidal,ML,18.4411,1.4078,58.71,26,18,12.55,few clouds
1582,port-gentil,GA,-0.7193,8.7815,79.56,82,99,6.2,overcast clouds
1583,gwembe,ZM,-16.4975,27.6069,60.98,98,100,4.76,overcast clouds
1584,suez,EG,29.9737,32.5263,46.27,75,16,1.45,few clouds
1585,yarmouth,US,41.7057,-70.2286,33.91,72,100,4,overcast clouds
1586,georgetown,MY,5.4112,100.3354,87.73,76,20,5.75,few clouds
1587,bandarbeyla,SO,9.4942,50.8122,72.82,69,100,18.7,overcast clouds
1588,cabedelo,BR,-6.9811,-34.8339,77.67,81,76,6.13,broken clouds
1589,simav,TR,39.0882,28.9777,14.29,91,14,2.48,few clouds
1590,kruisfontein,ZA,-34.0033,24.7314,63.88,90,1,8.34,clear sky
1591,caxito,AO,-8.5785,13.6643,74.55,91,100,1.83,overcast clouds
1592,goma,CD,-1.6792,29.2228,61.54,82,100,3.33,overcast clouds
1593,onega,RU,63.9061,38.1404,14.88,94,100,7.05,overcast clouds
1594,kudahuvadhoo,MV,2.6708,72.8944,80.76,51,100,4.27,overcast clouds
1595,sao gabriel da cachoeira,BR,-0.1303,-67.0892,72.34,99,100,1.9,overcast clouds
1596,jamestown,US,42.097,-79.2353,26.19,66,100,8.01,overcast clouds
1597,ambilobe,MG,-13.2,49.05,73.15,92,98,2.1,overcast clouds
1598,hithadhoo,MV,-0.6,73.0833,81.46,67,92,15.77,overcast clouds
1599,nexo,DK,55.0607,15.1306,41.09,75,100,27.63,overcast clouds
1600,mahon,ES,39.8885,4.2658,45.16,100,0,4.61,clear sky
1601,santa rosa,PH,14.3122,121.1114,87.1,68,41,9.44,scattered clouds
1602,cidreira,BR,-30.1811,-50.2056,71.69,66,95,11.86,overcast clouds
1603,kunya,NG,12.2233,8.5325,56.68,33,2,8.95,clear sky
1604,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1605,port elizabeth,ZA,-33.918,25.5701,66.09,85,5,11.32,clear sky
1606,georgetown,MY,5.4112,100.3354,87.73,76,20,5.75,few clouds
1607,turbat,PK,26.0023,63.044,59.41,50,0,2.15,clear sky
1608,bambous virieux,MU,-20.3428,57.7575,79.21,68,1,8.7,clear sky
1609,mar del plata,AR,-38.0023,-57.5575,61.88,75,0,1.01,clear sky
1610,bathsheba,BB,13.2167,-59.5167,72.21,83,20,8.05,few clouds
1611,krasnoselkup,RU,65.7,82.4667,0.59,90,100,18.1,overcast clouds
1612,zemetchino,RU,53.4973,42.6163,2.25,100,100,5.91,overcast clouds
1613,coquimbo,CL,-29.9533,-71.3436,62.87,82,13,5.19,few clouds
1614,arraial do cabo,BR,-22.9661,-42.0278,75.51,90,41,17.72,scattered clouds
1615,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1616,kruisfontein,ZA,-34.0033,24.7314,63.88,90,1,8.34,clear sky
1617,east london,ZA,-33.0153,27.9116,71.91,89,77,14.05,light rain
1618,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1619,cape town,ZA,-33.9258,18.4232,65.08,75,10,6.53,clear sky
1620,chuy,UY,-33.6971,-53.4616,66.18,70,98,6.42,overcast clouds
1621,hermanus,ZA,-34.4187,19.2345,63.9,82,10,3.51,clear sky
1622,ushuaia,AR,-54.8,-68.3,49.66,81,75,4.61,broken clouds
1623,mar del plata,AR,-38.0023,-57.5575,61.88,75,0,1.01,clear sky
1624,mogadishu,SO,2.0371,45.3438,74.93,82,92,15.46,overcast clouds
1625,vredendal,ZA,-31.6683,18.5012,60.06,91,0,6.82,clear sky
1626,punta arenas,CL,-53.15,-70.9167,50.11,87,0,3.44,clear sky
1627,amapa,BR,1,-52,70.92,100,100,1.52,light rain
1628,port alfred,ZA,-33.5906,26.891,69.64,88,69,14.99,broken clouds
1629,wadsworth,US,41.0256,-81.7299,28.78,94,100,6.35,overcast clouds
1630,saint-augustin,CA,51.226,-58.6502,-8.52,97,99,2.17,overcast clouds
1631,tasiilaq,GL,65.6145,-37.6368,21.36,97,93,1.61,overcast clouds
1632,upernavik,GL,72.7868,-56.1549,2.8,90,100,16.6,overcast clouds
1633,lebu,CL,-37.6167,-73.65,59.13,94,9,1.9,clear sky
1634,alghero,IT,40.5589,8.3181,39.29,93,20,2.3,few clouds
1635,makhalino,RU,53.0854,46.2211,15.76,96,99,5.66,overcast clouds
1636,ilam,NP,26.9167,87.9167,49.89,66,6,2.51,clear sky
1637,amboasary,MG,-25.0333,46.3833,67.55,87,2,4.27,clear sky
1638,rawson,AR,-43.3002,-65.1023,82.11,32,28,15.08,scattered clouds
1639,massakory,TD,12.996,15.7293,61.43,22,0,15.77,clear sky
1640,ravar,IR,31.2656,56.8055,53.37,47,17,11.45,few clouds
1641,aswan,EG,24.0934,32.907,43.32,54,16,10.09,few clouds
1642,jamestown,US,42.097,-79.2353,26.19,66,100,8.01,overcast clouds
1643,muscat,OM,23.6139,58.5922,60.82,56,0,3.22,clear sky
1644,nanortalik,GL,60.1432,-45.2371,10.38,80,30,11.25,scattered clouds
1645,nouakchott,MR,18.0858,-15.9785,62.53,63,96,13.2,overcast clouds
